11163
47   ( 3.72841, -0.175467)  ( 3.72449, -0.174606) 
46   ( 3.69732, -0.18144)  ( 3.70742, -0.179317) 
46   ( 3.68811, -0.183919)  ( 3.69732, -0.18144) 
47   ( 3.70742, -0.179317)  ( 3.71192, -0.174889) 
46   ( 3.6789, -0.186397)  ( 3.68811, -0.183919) 
46   ( 3.67622, -0.187299)  ( 3.6789, -0.186397) 
47   ( 3.68811, -0.183919)  ( 3.68571, -0.176664) 
45   ( 3.67354, -0.1882)  ( 3.67622, -0.187299) 
45   ( 3.67966, -0.205417)  ( 3.67354, -0.1882) 
47   ( 3.67622, -0.187299)  ( 3.67383, -0.180043) 
47   ( 3.68578, -0.222634)  ( 3.67966, -0.205417) 
47   ( 3.69061, -0.237632)  ( 3.68578, -0.222634) 
46   ( 3.69957, -0.262318)  ( 3.6975, -0.257474) 
47   ( 3.70561, -0.280109)  ( 3.69957, -0.262318) 
47   ( 3.71165, -0.297901)  ( 3.70561, -0.280109) 
47   ( 3.71689, -0.313759)  ( 3.71165, -0.297901) 
47   ( 3.72213, -0.329617)  ( 3.71689, -0.313759) 
47   ( 3.72664, -0.343661)  ( 3.72213, -0.329617) 
47   ( 3.71689, -0.313759)  ( 3.70978, -0.316106) 
47   ( 3.73114, -0.357705)  ( 3.72664, -0.343661) 
47   ( 3.73498, -0.370052)  ( 3.73114, -0.357705) 
45   ( 3.73882, -0.3824)  ( 3.73498, -0.370052) 
45   ( 3.74205, -0.393171)  ( 3.73882, -0.3824) 
47   ( 3.73498, -0.370052)  ( 3.72757, -0.372356) 
47   ( 3.74528, -0.403941)  ( 3.74205, -0.393171) 
47   ( 3.74797, -0.413253)  ( 3.74528, -0.403941) 
47   ( 3.75066, -0.422565)  ( 3.74797, -0.413253) 
47   ( 3.75286, -0.430536)  ( 3.75066, -0.422565) 
47   ( 3.74797, -0.413253)  ( 3.74321, -0.419463) 
47   ( 3.75507, -0.438507)  ( 3.75286, -0.430536) 
47   ( 3.75686, -0.445256)  ( 3.75507, -0.438507) 
47   ( 3.75286, -0.430536)  ( 3.74784, -0.429755) 
47   ( 3.75865, -0.452005)  ( 3.75686, -0.445256) 
47   ( 3.76009, -0.457651)  ( 3.75865, -0.452005) 
47   ( 3.75686, -0.445256)  ( 3.74878, -0.451252) 
47   ( 3.76152, -0.463296)  ( 3.76009, -0.457651) 
47   ( 3.76267, -0.467957)  ( 3.76152, -0.463296) 
47   ( 3.76009, -0.457651)  ( 3.75079, -0.457615) 
47   ( 3.76382, -0.472618)  ( 3.76267, -0.467957) 
47   ( 3.76473, -0.476412)  ( 3.76382, -0.472618) 
47   ( 3.76267, -0.467957)  ( 3.75235, -0.465696) 
47   ( 3.76565, -0.480206)  ( 3.76473, -0.476412) 
47   ( 3.76641, -0.483252)  ( 3.76565, -0.480206) 
47   ( 3.76473, -0.476412)  ( 3.75606, -0.480861) 
47   ( 3.76716, -0.486298)  ( 3.76641, -0.483252) 
47   ( 3.76782, -0.488714)  ( 3.76716, -0.486298) 
47   ( 3.76641, -0.483252)  ( 3.75717, -0.484734) 
46   ( 3.76847, -0.49113)  ( 3.76782, -0.488714) 
46   ( 3.76912, -0.493031)  ( 3.76847, -0.49113) 
47   ( 3.76782, -0.488714)  ( 3.75824, -0.489483) 
47   ( 3.76977, -0.494931)  ( 3.76912, -0.493031) 
47   ( 3.77076, -0.496399)  ( 3.76977, -0.494931) 
47   ( 3.76912, -0.493031)  ( 3.75861, -0.490591) 
47   ( 3.77175, -0.497866)  ( 3.77076, -0.496399) 
47   ( 3.77351, -0.498971)  ( 3.77175, -0.497866) 
47   ( 3.77076, -0.496399)  ( 3.76564, -0.505205) 
47   ( 3.77526, -0.500075)  ( 3.77351, -0.498971) 
47   ( 3.77823, -0.500886)  ( 3.77526, -0.500075) 
47   ( 3.77351, -0.498971)  ( 3.76815, -0.507547) 
47   ( 3.78119, -0.501697)  ( 3.77823, -0.500886) 
47   ( 3.78579, -0.502286)  ( 3.78119, -0.501697) 
46   ( 3.77823, -0.500886)  ( 3.77133, -0.50858) 
47   ( 3.79039, -0.502874)  ( 3.78579, -0.502286) 
47   ( 3.79707, -0.503309)  ( 3.79039, -0.502874) 
47   ( 3.78579, -0.502286)  ( 3.78753, -0.509165) 
47   ( 3.80374, -0.503744)  ( 3.79707, -0.503309) 
47   ( 3.81292, -0.504097)  ( 3.80374, -0.503744) 
47   ( 3.79707, -0.503309)  ( 3.79664, -0.508636) 
45   ( 3.8221, -0.50445)  ( 3.81292, -0.504097) 
45   ( 3.83391, -0.504986)  ( 3.8221, -0.50445) 
47   ( 3.81292, -0.504097)  ( 3.81458, -0.509032) 
47   ( 3.84571, -0.505521)  ( 3.83391, -0.504986) 
47   ( 3.85951, -0.506952)  ( 3.84571, -0.505521) 
47   ( 3.83391, -0.504986)  ( 3.83386, -0.505995) 
46   ( 3.8733, -0.508383)  ( 3.85951, -0.506952) 
46   ( 3.88837, -0.511486)  ( 3.8733, -0.508383) 
47   ( 3.90343, -0.514588)  ( 3.88837, -0.511486) 
47   ( 3.91846, -0.519518)  ( 3.90343, -0.514588) 
46   ( 3.88837, -0.511486)  ( 3.88732, -0.51655) 
46   ( 3.9335, -0.524448)  ( 3.91846, -0.519518) 
46   ( 3.94586, -0.529867)  ( 3.9335, -0.524448) 
47   ( 3.95822, -0.535286)  ( 3.94586, -0.529867) 
47   ( 3.96543, -0.539718)  ( 3.95822, -0.535286) 
47   ( 3.94586, -0.529867)  ( 3.94498, -0.531848) 
46   ( 3.97265, -0.54415)  ( 3.96543, -0.539718) 
45   ( 3.97533, -0.54679)  ( 3.97265, -0.54415) 
46   ( 3.96543, -0.539718)  ( 3.9626, -0.549638) 
46   ( 3.97801, -0.549431)  ( 3.97533, -0.54679) 
46   ( 3.9783, -0.549811)  ( 3.97801, -0.549431) 
46   ( 3.97533, -0.54679)  ( 3.96982, -0.554069) 
46   ( 3.97859, -0.550191)  ( 3.9783, -0.549811) 
47   ( 3.97857, -0.547862)  ( 3.97859, -0.550191) 
44   ( 3.9783, -0.549811)  ( 3.9725, -0.55671) 
47   ( 3.97854, -0.545532)  ( 3.97857, -0.547862) 
47   ( 3.97831, -0.540559)  ( 3.97854, -0.545532) 
45   ( 3.97857, -0.547862)  ( 3.98636, -0.5496) 
47   ( 3.97809, -0.535585)  ( 3.97831, -0.540559) 
47   ( 3.97572, -0.528575)  ( 3.97809, -0.535585) 
47   ( 3.97831, -0.540559)  ( 3.98614, -0.544626) 
47   ( 3.97335, -0.521565)  ( 3.97572, -0.528575) 
47   ( 3.96685, -0.513148)  ( 3.97335, -0.521565) 
47   ( 3.97572, -0.528575)  ( 3.98248, -0.519709) 
46   ( 3.96035, -0.50473)  ( 3.96685, -0.513148) 
46   ( 3.95011, -0.495329)  ( 3.96035, -0.50473) 
47   ( 3.96685, -0.513148)  ( 3.97793, -0.511795) 
47   ( 3.93987, -0.485929)  ( 3.95011, -0.495329) 
47   ( 3.92933, -0.475708)  ( 3.93987, -0.485929) 
47   ( 3.95011, -0.495329)  ( 3.95767, -0.487098) 
47   ( 3.91878, -0.465487)  ( 3.92933, -0.475708) 
47   ( 3.91153, -0.454604)  ( 3.91878, -0.465487) 
47   ( 3.92933, -0.475708)  ( 3.94005, -0.462377) 
47   ( 3.90427, -0.443722)  ( 3.91153, -0.454604) 
47   ( 3.90195, -0.432786)  ( 3.90427, -0.443722) 
47   ( 3.91153, -0.454604)  ( 3.92845, -0.440431) 
46   ( 3.89964, -0.42185)  ( 3.90195, -0.432786) 
46   ( 3.90153, -0.412026)  ( 3.89964, -0.42185) 
47   ( 3.90195, -0.432786)  ( 3.92168, -0.430371) 
47   ( 3.90343, -0.402203)  ( 3.90153, -0.412026) 
46   ( 3.90867, -0.39469)  ( 3.90343, -0.402203) 
47   ( 3.90153, -0.412026)  ( 3.91953, -0.415503) 
46   ( 3.91391, -0.387178)  ( 3.90867, -0.39469) 
46   ( 3.9216, -0.383131)  ( 3.91391, -0.387178) 
44   ( 3.90867, -0.39469)  ( 3.924, -0.405381) 
46   ( 3.92928, -0.379084)  ( 3.9216, -0.383131) 
47   ( 3.93829, -0.378963)  ( 3.92928, -0.379084) 
45   ( 3.9216, -0.383131)  ( 3.93045, -0.39996) 
47   ( 3.94729, -0.378842)  ( 3.93829, -0.378963) 
46   ( 3.95627, -0.38256)  ( 3.94729, -0.378842) 
46   ( 3.93829, -0.378963)  ( 3.93854, -0.39772) 
46   ( 3.96526, -0.386278)  ( 3.95627, -0.38256) 
47   ( 3.97289, -0.393732)  ( 3.96526, -0.386278) 
46   ( 3.95627, -0.38256)  ( 3.94921, -0.399631) 
47   ( 3.98053, -0.401185)  ( 3.97289, -0.393732) 
47   ( 3.98562, -0.412167)  ( 3.98053, -0.401185) 
47   ( 3.97289, -0.393732)  ( 3.96024, -0.409414) 
47   ( 3.99071, -0.423148)  ( 3.98562, -0.412167) 
47   ( 3.99366, -0.436301)  ( 3.99071, -0.423148) 
46   ( 3.98562, -0.412167)  ( 3.9646, -0.418951) 
47   ( 3.99662, -0.449453)  ( 3.99366, -0.436301) 
47   ( 3.99881, -0.462712)  ( 3.99662, -0.449453) 
47   ( 3.99366, -0.436301)  ( 3.97667, -0.439758) 
46   ( 4.00101, -0.47597)  ( 3.99881, -0.462712) 
46   ( 4.00384, -0.487272)  ( 4.00101, -0.47597) 
47   ( 3.99881, -0.462712)  ( 3.98542, -0.464933) 
47   ( 4.00668, -0.498575)  ( 4.00384, -0.487272) 
46   ( 4.01085, -0.50668)  ( 4.00668, -0.498575) 
47   ( 4.00384, -0.487272)  ( 3.99043, -0.489479) 
46   ( 4.01503, -0.514784)  ( 4.01085, -0.50668) 
47   ( 4.02018, -0.519754)  ( 4.01503, -0.514784) 
45   ( 4.01085, -0.50668)  ( 4.00335, -0.51032) 
47   ( 4.02533, -0.524723)  ( 4.02018, -0.519754) 
47   ( 4.03099, -0.526734)  ( 4.02533, -0.524723) 
47   ( 4.02018, -0.519754)  ( 4.01168, -0.528563) 
47   ( 4.03665, -0.528746)  ( 4.03099, -0.526734) 
47   ( 4.04235, -0.527956)  ( 4.03665, -0.528746) 
46   ( 4.03099, -0.526734)  ( 4.02367, -0.53815) 
47   ( 4.04805, -0.527166)  ( 4.04235, -0.527956) 
47   ( 4.05333, -0.523536)  ( 4.04805, -0.527166) 
47   ( 4.04235, -0.527956)  ( 4.03748, -0.551584) 
47   ( 4.05861, -0.519907)  ( 4.05333, -0.523536) 
46   ( 4.06298, -0.51329)  ( 4.05861, -0.519907) 
47   ( 4.05333, -0.523536)  ( 4.07058, -0.541931) 
46   ( 4.06736, -0.506674)  ( 4.06298, -0.51329) 
47   ( 4.07036, -0.496923)  ( 4.06736, -0.506674) 
46   ( 4.06298, -0.51329)  ( 4.07335, -0.513051) 
47   ( 4.07336, -0.487173)  ( 4.07036, -0.496923) 
47   ( 4.07498, -0.474634)  ( 4.07336, -0.487173) 
47   ( 4.07036, -0.496923)  ( 4.07769, -0.500384) 
47   ( 4.07659, -0.462095)  ( 4.07498, -0.474634) 
47   ( 4.07811, -0.448511)  ( 4.07659, -0.462095) 
47   ( 4.07498, -0.474634)  ( 4.08766, -0.472578) 
47   ( 4.07962, -0.434926)  ( 4.07811, -0.448511) 
47   ( 4.08256, -0.422284)  ( 4.07962, -0.434926) 
47   ( 4.07811, -0.448511)  ( 4.09585, -0.450389) 
47   ( 4.08549, -0.409641)  ( 4.08256, -0.422284) 
47   ( 4.09116, -0.399794)  ( 4.08549, -0.409641) 
47   ( 4.08256, -0.422284)  ( 4.10146, -0.427158) 
47   ( 4.09683, -0.389946)  ( 4.09116, -0.399794) 
46   ( 4.10479, -0.38361)  ( 4.09683, -0.389946) 
47   ( 4.09116, -0.399794)  ( 4.10948, -0.409457) 
46   ( 4.11275, -0.377273)  ( 4.10479, -0.38361) 
47   ( 4.12169, -0.374591)  ( 4.11275, -0.377273) 
44   ( 4.10479, -0.38361)  ( 4.1161, -0.39898) 
47   ( 4.13063, -0.371909)  ( 4.12169, -0.374591) 
47   ( 4.13923, -0.373021)  ( 4.13063, -0.371909) 
47   ( 4.12169, -0.374591)  ( 4.12704, -0.392429) 
47   ( 4.14783, -0.374133)  ( 4.13923, -0.373021) 
46   ( 4.15482, -0.37905)  ( 4.14783, -0.374133) 
47   ( 4.13923, -0.373021)  ( 4.13678, -0.391976) 
46   ( 4.16181, -0.383967)  ( 4.15482, -0.37905) 
47   ( 4.16631, -0.391892)  ( 4.16181, -0.383967) 
46   ( 4.15482, -0.37905)  ( 4.14377, -0.394761) 
47   ( 4.17081, -0.399816)  ( 4.16631, -0.391892) 
47   ( 4.17208, -0.409641)  ( 4.17081, -0.399816) 
44   ( 4.16631, -0.391892)  ( 4.15, -0.401152) 
47   ( 4.17336, -0.419466)  ( 4.17208, -0.409641) 
47   ( 4.17068, -0.430081)  ( 4.17336, -0.419466) 
47   ( 4.17208, -0.409641)  ( 4.15362, -0.412043) 
45   ( 4.168, -0.440696)  ( 4.17068, -0.430081) 
45   ( 4.16108, -0.451136)  ( 4.168, -0.440696) 
47   ( 4.17068, -0.430081)  ( 4.15137, -0.425217) 
47   ( 4.15416, -0.461577)  ( 4.16108, -0.451136) 
47   ( 4.14487, -0.471549)  ( 4.15416, -0.461577) 
47   ( 4.16108, -0.451136)  ( 4.14155, -0.444608) 
47   ( 4.13558, -0.481522)  ( 4.14487, -0.471549) 
47   ( 4.12642, -0.490932)  ( 4.13558, -0.481522) 
46   ( 4.14487, -0.471549)  ( 4.13371, -0.45804) 
47   ( 4.11725, -0.500343)  ( 4.12642, -0.490932) 
47   ( 4.11062, -0.509091)  ( 4.11725, -0.500343) 
47   ( 4.12642, -0.490932)  ( 4.11836, -0.483091) 
46   ( 4.10399, -0.51784)  ( 4.11062, -0.509091) 
46   ( 4.10075, -0.525731)  ( 4.10399, -0.51784) 
47   ( 4.11062, -0.509091)  ( 4.10131, -0.506041) 
46   ( 4.0975, -0.533623)  ( 4.10075, -0.525731) 
46   ( 4.09725, -0.540389)  ( 4.0975, -0.533623) 
46   ( 4.07805, -0.526765)  ( 4.0778, -0.533533) 
47   ( 4.10075, -0.525731)  ( 4.09342, -0.519321) 
45   ( 4.097, -0.547155)  ( 4.09725, -0.540389) 
45   ( 4.09934, -0.552523)  ( 4.097, -0.547155) 
47   ( 4.07058, -0.541931)  ( 4.06419, -0.557576) 
46   ( 4.0778, -0.533533)  ( 4.07058, -0.541931) 
46   ( 4.09725, -0.540389)  ( 4.0778, -0.533533) 
47   ( 4.10167, -0.557892)  ( 4.09934, -0.552523) 
46   ( 4.10622, -0.56156)  ( 4.10167, -0.557892) 
47   ( 4.09934, -0.552523)  ( 4.08694, -0.572393) 
46   ( 4.11076, -0.565228)  ( 4.10622, -0.56156) 
47   ( 4.11731, -0.566759)  ( 4.11076, -0.565228) 
46   ( 4.10622, -0.56156)  ( 4.10529, -0.574863) 
46   ( 4.12386, -0.56829)  ( 4.11731, -0.566759) 
46   ( 4.13225, -0.567213)  ( 4.12386, -0.56829) 
47   ( 4.11731, -0.566759)  ( 4.11468, -0.578019) 
47   ( 4.14064, -0.566136)  ( 4.13225, -0.567213) 
47   ( 4.15072, -0.562007)  ( 4.14064, -0.566136) 
47   ( 4.13225, -0.567213)  ( 4.13724, -0.575749) 
47   ( 4.16079, -0.557877)  ( 4.15072, -0.562007) 
47   ( 4.17216, -0.551399)  ( 4.16079, -0.557877) 
47   ( 4.15072, -0.562007)  ( 4.15136, -0.571769) 
47   ( 4.18353, -0.544921)  ( 4.17216, -0.551399) 
46   ( 4.1955, -0.538377)  ( 4.18353, -0.544921) 
47   ( 4.17216, -0.551399)  ( 4.17765, -0.561022) 
46   ( 4.20747, -0.531833)  ( 4.1955, -0.538377) 
47   ( 4.21932, -0.527618)  ( 4.20747, -0.531833) 
46   ( 4.1955, -0.538377)  ( 4.20542, -0.552656) 
47   ( 4.23117, -0.523404)  ( 4.21932, -0.527618) 
47   ( 4.24217, -0.523317)  ( 4.23117, -0.523404) 
45   ( 4.21932, -0.527618)  ( 4.2216, -0.54786) 
46   ( 4.25316, -0.52323)  ( 4.24217, -0.523317) 
46   ( 4.26243, -0.526812)  ( 4.25316, -0.52323) 
47   ( 4.24217, -0.523317)  ( 4.24232, -0.543303) 
46   ( 4.2717, -0.530395)  ( 4.26243, -0.526812) 
46   ( 4.27835, -0.536658)  ( 4.2717, -0.530395) 
46   ( 4.26243, -0.526812)  ( 4.2557, -0.544198) 
47   ( 4.28501, -0.542922)  ( 4.27835, -0.536658) 
47   ( 4.28816, -0.550878)  ( 4.28501, -0.542922) 
47   ( 4.27835, -0.536658)  ( 4.26551, -0.550301) 
46   ( 4.2913, -0.558834)  ( 4.28816, -0.550878) 
46   ( 4.29037, -0.567435)  ( 4.2913, -0.558834) 
46   ( 4.28816, -0.550878)  ( 4.2703, -0.557945) 
47   ( 4.28944, -0.576036)  ( 4.29037, -0.567435) 
47   ( 4.28473, -0.584065)  ( 4.28944, -0.576036) 
47   ( 4.29037, -0.567435)  ( 4.27136, -0.565369) 
47   ( 4.28002, -0.592093)  ( 4.28473, -0.584065) 
45   ( 4.272, -0.598304)  ( 4.28002, -0.592093) 
47   ( 4.28473, -0.584065)  ( 4.26865, -0.574635) 
45   ( 4.26398, -0.604515)  ( 4.272, -0.598304) 
47   ( 4.25311, -0.607666)  ( 4.26398, -0.604515) 
45   ( 4.272, -0.598304)  ( 4.26003, -0.583603) 
47   ( 4.24225, -0.610817)  ( 4.25311, -0.607666) 
47   ( 4.22932, -0.610591)  ( 4.24225, -0.610817) 
46   ( 4.25311, -0.607666)  ( 4.24784, -0.58776) 
47   ( 4.21639, -0.610365)  ( 4.22932, -0.610591) 
47   ( 4.20285, -0.608462)  ( 4.21639, -0.610365) 
47   ( 4.22932, -0.610591)  ( 4.22879, -0.591027) 
47   ( 4.18932, -0.606559)  ( 4.20285, -0.608462) 
47   ( 4.17671, -0.604945)  ( 4.18932, -0.606559) 
47   ( 4.20285, -0.608462)  ( 4.20548, -0.590997) 
47   ( 4.16411, -0.603331)  ( 4.17671, -0.604945) 
47   ( 4.15383, -0.603722)  ( 4.16411, -0.603331) 
47   ( 4.17671, -0.604945)  ( 4.18041, -0.593571) 
47   ( 4.14354, -0.604112)  ( 4.15383, -0.603722) 
47   ( 4.13595, -0.606634)  ( 4.14354, -0.604112) 
46   ( 4.15383, -0.603722)  ( 4.1522, -0.595578) 
47   ( 4.12836, -0.609155)  ( 4.13595, -0.606634) 
47   ( 4.12344, -0.613312)  ( 4.12836, -0.609155) 
47   ( 4.13595, -0.606634)  ( 4.13863, -0.596687) 
47   ( 4.11851, -0.617469)  ( 4.12344, -0.613312) 
47   ( 4.11623, -0.622764)  ( 4.11851, -0.617469) 
47   ( 4.12344, -0.613312)  ( 4.11117, -0.604956) 
46   ( 4.11395, -0.62806)  ( 4.11623, -0.622764) 
46   ( 4.11439, -0.634027)  ( 4.11395, -0.62806) 
47   ( 4.11623, -0.622764)  ( 4.09542, -0.612846) 
47   ( 4.11483, -0.639994)  ( 4.11439, -0.634027) 
46   ( 4.11825, -0.64622)  ( 4.11483, -0.639994) 
47   ( 4.11439, -0.634027)  ( 4.10166, -0.638567) 
46   ( 4.12167, -0.652446)  ( 4.11825, -0.64622) 
47   ( 4.12835, -0.658525)  ( 4.12167, -0.652446) 
46   ( 4.11825, -0.64622)  ( 4.10766, -0.652036) 
47   ( 4.13504, -0.664605)  ( 4.12835, -0.658525) 
47   ( 4.14517, -0.670187)  ( 4.13504, -0.664605) 
47   ( 4.12835, -0.658525)  ( 4.12298, -0.665269) 
46   ( 4.1553, -0.675769)  ( 4.14517, -0.670187) 
46   ( 4.16756, -0.681196)  ( 4.1553, -0.675769) 
47   ( 4.14517, -0.670187)  ( 4.14008, -0.682805) 
47   ( 4.17982, -0.686622)  ( 4.16756, -0.681196) 
47   ( 4.19186, -0.692713)  ( 4.17982, -0.686622) 
47   ( 4.16756, -0.681196)  ( 4.16223, -0.693236) 
47   ( 4.20391, -0.698804)  ( 4.19186, -0.692713) 
45   ( 4.2134, -0.70638)  ( 4.20391, -0.698804) 
47   ( 4.19186, -0.692713)  ( 4.18457, -0.708479) 
45   ( 4.22288, -0.713957)  ( 4.2134, -0.70638) 
47   ( 4.22834, -0.723124)  ( 4.22288, -0.713957) 
44   ( 4.2134, -0.70638)  ( 4.2016, -0.725164) 
47   ( 4.23381, -0.732292)  ( 4.22834, -0.723124) 
47   ( 4.23536, -0.741881)  ( 4.23381, -0.732292) 
47   ( 4.22834, -0.723124)  ( 4.21028, -0.732015) 
46   ( 4.23691, -0.75147)  ( 4.23536, -0.741881) 
46   ( 4.23483, -0.760178)  ( 4.23691, -0.75147) 
47   ( 4.23536, -0.741881)  ( 4.21704, -0.744847) 
47   ( 4.23275, -0.768887)  ( 4.23483, -0.760178) 
47   ( 4.22732, -0.775423)  ( 4.23275, -0.768887) 
47   ( 4.23483, -0.760178)  ( 4.21647, -0.755792) 
47   ( 4.22189, -0.781958)  ( 4.22732, -0.775423) 
46   ( 4.2138, -0.785404)  ( 4.22189, -0.781958) 
47   ( 4.22732, -0.775423)  ( 4.21252, -0.763126) 
45   ( 4.20571, -0.78885)  ( 4.2138, -0.785404) 
45   ( 4.1962, -0.788812)  ( 4.20571, -0.78885) 
46   ( 4.2138, -0.785404)  ( 4.20635, -0.767917) 
46   ( 4.18668, -0.788774)  ( 4.1962, -0.788812) 
47   ( 4.17703, -0.784896)  ( 4.18668, -0.788774) 
46   ( 4.1962, -0.788812)  ( 4.19627, -0.770248) 
47   ( 4.16738, -0.781018)  ( 4.17703, -0.784896) 
47   ( 4.15884, -0.772992)  ( 4.16738, -0.781018) 
47   ( 4.17703, -0.784896)  ( 4.18151, -0.764763) 
46   ( 4.1503, -0.764966)  ( 4.15884, -0.772992) 
46   ( 4.14321, -0.753753)  ( 4.1503, -0.764966) 
47   ( 4.15884, -0.772992)  ( 4.17615, -0.759814) 
47   ( 4.13612, -0.742541)  ( 4.14321, -0.753753) 
47   ( 4.12985, -0.730479)  ( 4.13612, -0.742541) 
47   ( 4.14321, -0.753753)  ( 4.15857, -0.744044) 
47   ( 4.12358, -0.718418)  ( 4.12985, -0.730479) 
47   ( 4.11745, -0.707912)  ( 4.12358, -0.718418) 
47   ( 4.12985, -0.730479)  ( 4.14061, -0.721762) 
47   ( 4.11132, -0.697407)  ( 4.11745, -0.707912) 
47   ( 4.10488, -0.690245)  ( 4.11132, -0.697407) 
47   ( 4.11745, -0.707912)  ( 4.12795, -0.701796) 
47   ( 4.09845, -0.683083)  ( 4.10488, -0.690245) 
47   ( 4.09197, -0.679271)  ( 4.09845, -0.683083) 
47   ( 4.10488, -0.690245)  ( 4.11049, -0.685204) 
46   ( 4.0855, -0.675459)  ( 4.09197, -0.679271) 
46   ( 4.07937, -0.674685)  ( 4.0855, -0.675459) 
46   ( 4.09197, -0.679271)  ( 4.09605, -0.66785) 
47   ( 4.07324, -0.673911)  ( 4.07937, -0.674685) 
47   ( 4.06785, -0.675869)  ( 4.07324, -0.673911) 
47   ( 4.07937, -0.674685)  ( 4.08031, -0.660262) 
47   ( 4.06245, -0.677827)  ( 4.06785, -0.675869) 
46   ( 4.05824, -0.68236)  ( 4.06245, -0.677827) 
46   ( 4.06785, -0.675869)  ( 4.05549, -0.65659) 
46   ( 4.05403, -0.686893)  ( 4.05824, -0.68236) 
47   ( 4.05148, -0.693989)  ( 4.05403, -0.686893) 
45   ( 4.05824, -0.68236)  ( 4.0484, -0.671716) 
47   ( 4.04894, -0.701085)  ( 4.05148, -0.693989) 
47   ( 4.04857, -0.710739)  ( 4.04894, -0.701085) 
47   ( 4.05148, -0.693989)  ( 4.04112, -0.687697) 
46   ( 4.0482, -0.720394)  ( 4.04857, -0.710739) 
46   ( 4.05019, -0.732425)  ( 4.0482, -0.720394) 
46   ( 4.04857, -0.710739)  ( 4.04105, -0.71045) 
47   ( 4.05217, -0.744457)  ( 4.05019, -0.732425) 
47   ( 4.05502, -0.757751)  ( 4.05217, -0.744457) 
47   ( 4.05019, -0.732425)  ( 4.03831, -0.734401) 
47   ( 4.05787, -0.771045)  ( 4.05502, -0.757751) 
47   ( 4.05954, -0.784173)  ( 4.05787, -0.771045) 
47   ( 4.05502, -0.757751)  ( 4.04113, -0.757701) 
46   ( 4.0612, -0.797301)  ( 4.05954, -0.784173) 
45   ( 4.05972, -0.80886)  ( 4.0612, -0.797301) 
47   ( 4.05954, -0.784173)  ( 4.04139, -0.786476) 
46   ( 4.05824, -0.820419)  ( 4.05972, -0.80886) 
46   ( 4.0533, -0.829466)  ( 4.05824, -0.820419) 
46   ( 4.05972, -0.80886)  ( 4.03797, -0.809602) 
46   ( 4.04835, -0.838513)  ( 4.0533, -0.829466) 
47   ( 4.04108, -0.844516)  ( 4.04835, -0.838513) 
46   ( 4.0533, -0.829466)  ( 4.03696, -0.816807) 
47   ( 4.03381, -0.850518)  ( 4.04108, -0.844516) 
47   ( 4.02541, -0.852959)  ( 4.03381, -0.850518) 
47   ( 4.04108, -0.844516)  ( 4.02924, -0.830169) 
